DataConsumo,Filial,Cliente,TipoEstabelecimento,Estado,Produto,Fornecedor,Volumes,Quantidade
2024-10-04,6.0,180435,41,42.0,683.0,80047,0.083,1.0
2024-10-10,4.0,170779,24,41.0,693.0,80047,0.25,3.0
2024-10-02,4.0,123687,72,41.0,693.0,80047,1.0,12.0
2024-10-15,4.0,25377,34,41.0,693.0,80047,0.083,1.0
2024-10-15,4.0,132755,39,41.0,693.0,80047,0.25,3.0
2024-10-17,4.0,154602,35,41.0,693.0,80047,1.0,12.0
2024-10-07,3.0,129975,41,41.0,693.0,80047,0.083,1.0
2024-10-15,3.0,138309,41,41.0,693.0,80047,0.083,1.0
2024-10-14,6.0,155925,34,42.0,693.0,80047,1.0,12.0
2024-10-02,4.0,174391,81,41.0,816.0,80047,1.333,8.0
2024-10-08,4.0,51097,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122152,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,124075,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,102893,41,41.0,816.0,80047,0.166,1.0
2024-10-09,4.0,108666,41,41.0,816.0,80047,0.166,1.0
2024-10-18,6.0,173870,39,42.0,816.0,80047,1.0,6.0
2024-10-10,6.0,163461,33,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,163607,39,42.0,816.0,80047,0.166,1.0
2024-10-16,6.0,170511,96,42.0,816.0,80047,2.0,12.0
2024-10-18,3.0,180721,42,41.0,816.0,80047,0.5,3.0
2024-10-01,3.0,137358,34,41.0,816.0,80047,1.0,6.0
2024-10-10,3.0,169928,24,41.0,816.0,80047,0.166,1.0
2024-10-02,3.0,180875,42,41.0,816.0,80047,0.333,2.0
2024-10-02,3.0,172958,81,41.0,816.0,80047,0.666,4.0
2024-10-03,7.0,126996,42,41.0,816.0,80047,0.833,5.0
2024-10-15,3.0,145791,81,41.0,816.0,80047,0.666,4.0
2024-10-19,6.0,166066,36,42.0,925.0,80047,3.5,42.0
2024-10-01,4.0,112637,42,41.0,1399.0,80047,0.166,1.0
2024-10-09,4.0,111564,36,41.0,2521.0,80047,5.0,30.0
2024-10-10,6.0,165990,33,42.0,2805.0,80047,0.083,1.0
2024-10-02,6.0,168310,24,42.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,4001,71,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,5005,72,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,5088,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,36102,41,41.0,2805.0,80047,0.083,1.0
2024-10-11,4.0,180933,39,41.0,4339.0,80047,0.166,1.0
2024-10-14,6.0,150415,35,42.0,8733.0,80047,0.5,6.0
2024-10-15,7.0,163521,53,41.0,9636.0,80047,0.25,3.0
2024-10-17,7.0,178550,42,41.0,9636.0,80047,0.083,1.0
2024-10-17,5.0,146526,39,41.0,9636.0,80047,0.25,3.0
2024-10-09,3.0,143684,81,41.0,9636.0,80047,0.166,2.0
2024-10-09,5.0,172396,72,41.0,9636.0,80047,1.0,12.0
2024-10-10,3.0,162001,93,41.0,9636.0,80047,0.083,1.0
2024-10-10,5.0,145026,41,41.0,9636.0,80047,0.166,2.0
2024-10-10,3.0,129839,42,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,148892,84,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,153885,41,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,179106,24,41.0,9636.0,80047,0.166,2.0
2024-10-03,5.0,135423,73,41.0,9636.0,80047,0.083,1.0
2024-10-04,3.0,165744,35,41.0,9636.0,80047,0.083,1.0
2024-10-04,3.0,167026,24,41.0,9636.0,80047,0.083,1.0
2024-10-07,5.0,145952,33,41.0,9636.0,80047,0.083,1.0
2024-10-15,3.0,127343,34,41.0,9636.0,80047,0.166,2.0
2024-10-07,4.0,3410,72,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,29385,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,178703,72,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,159890,93,41.0,9636.0,80047,0.0,2.0
2024-10-10,4.0,149770,41,41.0,9636.0,80047,0.083,1.0
2024-10-10,4.0,173274,24,41.0,9636.0,80047,0.25,3.0
2024-10-11,4.0,161258,35,41.0,9636.0,80047,0.083,1.0
2024-10-15,4.0,169381,42,41.0,9636.0,80047,0.416,5.0
2024-10-03,4.0,29186,71,41.0,9636.0,80047,0.25,3.0
2024-10-01,4.0,160980,72,41.0,9636.0,80047,0.166,2.0
2024-10-01,4.0,148271,41,41.0,9636.0,80047,0.166,2.0
2024-10-02,4.0,3062,35,41.0,9636.0,80047,10.0,120.0
2024-10-02,4.0,110817,34,41.0,9636.0,80047,0.333,4.0
2024-10-02,4.0,180859,93,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,3752,41,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,20104,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,166,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,524,42,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,22078,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,24474,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,2218,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,6.0,150504,34,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,150921,34,42.0,9636.0,80047,0.083,1.0
2024-10-16,6.0,170428,34,42.0,9636.0,80047,0.083,1.0
2024-10-07,5.0,145609,35,41.0,9637.0,80047,4.416,53.0
2024-10-18,4.0,9084,34,41.0,9637.0,80047,0.083,1.0
2024-10-11,6.0,151091,35,42.0,9637.0,80047,1.0,12.0
2024-10-10,5.0,142445,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,5484,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,5503,41,41.0,423.0,80047,0.083,1.0
2024-10-08,4.0,42184,41,41.0,423.0,80047,0.083,1.0
2024-10-07,6.0,150232,35,42.0,423.0,80047,1.0,12.0
2024-10-15,3.0,111704,53,41.0,423.0,80047,0.166,2.0
2024-10-09,4.0,181011,31,41.0,657.0,80047,0.083,1.0
2024-10-12,4.0,7302,41,41.0,657.0,80047,0.083,1.0
2024-10-18,4.0,181130,91,41.0,683.0,80047,0.166,2.0
2024-10-11,6.0,155219,24,42.0,683.0,80047,0.083,1.0
2024-10-03,6.0,151609,39,42.0,683.0,80047,0.083,1.0
2024-10-04,6.0,165008,39,42.0,683.0,80047,0.083,1.0
2024-10-14,6.0,151251,34,42.0,683.0,80047,0.083,1.0
2024-10-14,3.0,159795,81,41.0,683.0,80047,0.666,8.0
2024-10-15,3.0,111704,53,41.0,683.0,80047,1.0,12.0
2024-10-19,4.0,5424,41,41.0,693.0,80047,0.333,4.0
2024-10-19,4.0,169724,34,41.0,693.0,80047,2.0,24.0
2024-10-01,4.0,6793,84,41.0,693.0,80047,0.083,1.0
2024-10-10,4.0,132748,71,41.0,693.0,80047,0.166,2.0
2024-10-02,4.0,180818,39,41.0,693.0,80047,0.416,5.0
2024-10-16,4.0,157681,93,41.0,693.0,80047,0.25,3.0
2024-10-08,5.0,141644,41,41.0,693.0,80047,0.416,5.0
2024-10-10,5.0,135650,42,41.0,693.0,80047,0.25,3.0
2024-10-03,3.0,150213,41,41.0,693.0,80047,0.083,1.0
2024-10-03,6.0,171394,39,42.0,693.0,80047,1.0,12.0
2024-10-04,6.0,153788,34,42.0,693.0,80047,1.0,12.0
2024-10-08,4.0,51063,72,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122871,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,123404,42,41.0,816.0,80047,0.166,1.0
2024-10-09,4.0,108776,41,41.0,816.0,80047,0.166,1.0
2024-10-11,4.0,129249,36,41.0,816.0,80047,2.0,12.0
2024-10-07,4.0,161941,94,41.0,816.0,80047,6.0,36.0
2024-10-16,4.0,1543,71,41.0,816.0,80047,0.5,3.0
2024-10-10,6.0,161947,72,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,165413,24,42.0,816.0,80047,0.166,1.0
2024-10-16,6.0,169449,39,42.0,816.0,80047,1.0,6.0
2024-10-02,7.0,125450,42,41.0,816.0,80047,0.166,1.0
2024-10-11,7.0,2379,42,41.0,816.0,80047,0.333,2.0
2024-10-11,5.0,116127,34,41.0,816.0,80047,0.166,1.0
2024-10-03,7.0,167759,42,41.0,816.0,80047,0.333,2.0
2024-10-07,5.0,145611,35,41.0,816.0,80047,3.0,18.0
2024-10-10,4.0,161941,94,41.0,1522.0,80047,0.166,1.0
2024-10-19,4.0,175776,84,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,4271,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,36074,72,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,37445,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,3.0,173784,36,41.0,2805.0,80047,1.0,12.0
2024-10-09,4.0,169737,35,41.0,4339.0,80047,0.5,3.0
2024-10-17,4.0,8657,72,41.0,6195.0,80047,1.0,12.0
2024-10-03,4.0,3055,36,41.0,8815.0,80047,1.0,12.0
2024-10-16,5.0,149898,34,41.0,8815.0,80047,0.5,6.0
2024-10-17,3.0,127206,34,41.0,8815.0,80047,0.083,1.0
2024-10-08,4.0,161941,94,41.0,8889.0,80047,0.083,1.0
2024-10-02,7.0,175510,42,41.0,9636.0,80047,0.166,2.0
2024-10-17,5.0,7013,34,41.0,9636.0,80047,1.0,12.0
2024-10-18,5.0,174693,41,41.0,9636.0,80047,0.25,3.0
2024-10-07,5.0,144282,39,41.0,9636.0,80047,0.083,1.0
2024-10-08,5.0,162505,33,41.0,9636.0,80047,0.25,3.0
2024-10-08,5.0,160405,84,41.0,9636.0,80047,0.083,1.0
2024-10-08,5.0,142784,41,41.0,9636.0,80047,0.166,2.0
2024-10-09,3.0,172227,34,41.0,9636.0,80047,0.25,3.0
2024-10-09,5.0,147759,39,41.0,9636.0,80047,0.083,1.0
2024-10-10,3.0,159859,93,41.0,9636.0,80047,0.083,1.0
2024-10-11,3.0,162310,93,41.0,9636.0,80047,0.083,1.0
2024-10-03,3.0,164590,41,41.0,9636.0,80047,0.166,2.0
2024-10-04,3.0,118642,42,41.0,9636.0,80047,0.25,3.0
2024-10-07,5.0,137516,34,41.0,9636.0,80047,0.083,1.0
2024-10-14,3.0,178405,83,41.0,9636.0,80047,0.333,4.0
2024-10-19,4.0,125954,41,41.0,9636.0,80047,0.25,3.0
2024-10-07,4.0,3321,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,3359,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,3394,72,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,7506,72,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,4897,81,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,8580,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,138670,72,41.0,9636.0,80047,1.0,12.0
2024-10-10,4.0,4103,34,41.0,9636.0,80047,0.166,2.0
2024-10-15,4.0,124083,72,41.0,9636.0,80047,1.0,12.0
2024-10-15,4.0,111018,71,41.0,9636.0,80047,1.0,12.0
2024-10-16,4.0,264,72,41.0,9636.0,80047,0.083,1.0
2024-10-16,4.0,172005,41,41.0,9636.0,80047,0.083,1.0
2024-10-02,4.0,7613,34,41.0,9636.0,80047,0.166,2.0
2024-10-07,4.0,27507,24,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,133669,72,41.0,9636.0,80047,0.166,2.0
2024-10-08,4.0,166609,34,41.0,9636.0,80047,0.166,2.0
2024-10-02,4.0,138814,71,41.0,9636.0,80047,0.5,6.0
2024-10-03,4.0,130338,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,177696,93,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,111939,41,41.0,9636.0,80047,0.333,4.0
2024-10-04,4.0,141167,34,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,198,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,21161,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,641,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,2621,72,41.0,9636.0,80047,0.083,1.0
2024-10-18,6.0,171216,39,42.0,9636.0,80047,0.083,1.0
2024-10-18,6.0,157924,39,42.0,9636.0,80047,1.0,12.0
2024-10-01,6.0,180799,34,42.0,9636.0,80047,0.5,6.0
2024-10-10,6.0,151369,24,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,151862,24,42.0,9636.0,80047,0.083,1.0
2024-10-03,6.0,167997,24,42.0,9636.0,80047,56.0,672.0
2024-10-16,6.0,166548,34,42.0,9636.0,80047,0.0,1.0
2024-10-18,3.0,116129,24,41.0,9637.0,80047,0.083,1.0
2024-10-18,5.0,135840,34,41.0,9637.0,80047,10.0,120.0
2024-10-04,5.0,178818,34,41.0,9637.0,80047,0.166,2.0
2024-10-14,5.0,145435,36,41.0,9637.0,80047,0.0,12.0
2024-10-16,5.0,163210,34,41.0,9637.0,80047,0.083,1.0
2024-10-16,5.0,1211,72,41.0,9637.0,80047,120.0,1440.0
2024-10-07,4.0,5497,41,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,180913,93,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,120103,41,41.0,423.0,80047,0.083,1.0
2024-10-08,4.0,42279,41,41.0,423.0,80047,0.083,1.0
2024-10-07,3.0,115155,35,41.0,423.0,80047,2.0,24.0
2024-10-01,4.0,160531,81,41.0,657.0,80047,0.166,2.0
2024-10-01,4.0,3936,84,41.0,657.0,80047,0.083,1.0
2024-10-11,4.0,7703,71,41.0,657.0,80047,1.0,12.0
2024-10-03,4.0,145342,72,41.0,657.0,80047,0.083,1.0
2024-10-15,4.0,5572,71,41.0,657.0,80047,0.25,3.0
2024-10-18,6.0,166163,39,42.0,683.0,80047,0.083,1.0
2024-10-14,6.0,160083,39,42.0,683.0,80047,0.083,1.0
2024-10-09,5.0,147894,39,41.0,683.0,80047,0.083,1.0
2024-10-04,5.0,162553,34,41.0,683.0,80047,0.5,6.0
2024-10-18,4.0,20856,41,41.0,693.0,80047,0.25,3.0
2024-10-01,4.0,177007,39,41.0,693.0,80047,0.25,3.0
2024-10-10,4.0,146954,44,41.0,693.0,80047,0.166,2.0
2024-10-12,4.0,28280,84,41.0,693.0,80047,0.166,2.0
2024-10-14,4.0,176600,36,41.0,693.0,80047,0.5,6.0
2024-10-04,5.0,135906,34,41.0,693.0,80047,0.166,2.0
2024-10-04,5.0,146740,34,41.0,693.0,80047,0.333,4.0
2024-10-15,7.0,152998,81,41.0,693.0,80047,1.0,12.0
2024-10-16,3.0,160427,72,41.0,693.0,80047,0.5,6.0
2024-10-16,5.0,144486,84,41.0,693.0,80047,0.416,5.0
2024-10-07,6.0,174475,24,42.0,693.0,80047,0.166,2.0
2024-10-14,6.0,161543,34,42.0,693.0,80047,2.0,24.0
2024-10-11,4.0,129257,35,41.0,816.0,80047,1.0,6.0
2024-10-04,4.0,139051,81,41.0,816.0,80047,0.166,1.0
2024-10-15,4.0,580,35,41.0,816.0,80047,0.5,3.0
2024-10-10,6.0,165082,34,42.0,816.0,80047,0.166,1.0
2024-10-11,6.0,160375,24,42.0,816.0,80047,0.166,1.0
2024-10-02,7.0,150169,83,41.0,816.0,80047,4.0,24.0
2024-10-02,7.0,131081,53,41.0,816.0,80047,0.833,5.0
2024-10-10,5.0,94,35,41.0,816.0,80047,1.0,6.0
2024-10-03,7.0,1248,81,41.0,816.0,80047,0.5,3.0
2024-10-17,3.0,129042,54,41.0,816.0,80047,1.0,6.0
2024-10-03,6.0,180906,33,42.0,832.0,80047,0.083,1.0
2024-10-07,4.0,4561,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,30162,41,41.0,2805.0,80047,0.083,1.0
2024-10-08,4.0,124036,44,41.0,2805.0,80047,0.083,1.0
2024-10-09,4.0,111564,36,41.0,4339.0,80047,10.0,60.0
2024-10-16,4.0,152252,96,41.0,4339.0,80047,0.166,1.0
2024-10-17,7.0,168992,84,41.0,8733.0,80047,0.083,1.0
2024-10-05,4.0,153800,34,41.0,8889.0,80047,0.25,3.0
2024-10-02,7.0,125450,42,41.0,9636.0,80047,0.083,1.0
2024-10-01,3.0,143524,93,41.0,9636.0,80047,0.5,6.0
2024-10-07,3.0,159118,24,41.0,9636.0,80047,0.333,4.0
2024-10-07,3.0,149053,24,41.0,9636.0,80047,0.333,4.0
2024-10-08,3.0,137359,33,41.0,9636.0,80047,0.5,6.0
2024-10-10,5.0,143085,84,41.0,9636.0,80047,0.25,3.0
2024-10-10,5.0,174434,93,41.0,9636.0,80047,0.083,1.0
2024-10-10,5.0,164206,34,41.0,9636.0,80047,0.166,2.0
2024-10-02,5.0,180717,84,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,133310,34,41.0,9636.0,80047,1.0,12.0
2024-10-02,3.0,159163,81,41.0,9636.0,80047,0.5,6.0
2024-10-02,5.0,147326,34,41.0,9636.0,80047,0.5,6.0
2024-10-03,3.0,142279,41,41.0,9636.0,80047,0.166,2.0
2024-10-03,3.0,133045,34,41.0,9636.0,80047,0.083,1.0
2024-10-04,5.0,139584,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,5.0,170940,24,41.0,9636.0,80047,0.5,6.0
2024-10-14,3.0,138546,41,41.0,9636.0,80047,0.083,1.0
2024-10-15,3.0,121363,24,41.0,9636.0,80047,0.166,2.0
2024-10-16,5.0,147433,53,41.0,9636.0,80047,0.25,3.0
2024-10-07,4.0,29462,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,147449,72,41.0,9636.0,80047,0.083,1.0
2024-10-10,4.0,156999,93,41.0,9636.0,80047,0.166,2.0
2024-10-11,4.0,110133,41,41.0,9636.0,80047,0.083,1.0
2024-10-11,4.0,179492,24,41.0,9636.0,80047,0.166,2.0
2024-10-14,4.0,131122,39,41.0,9636.0,80047,1.0,12.0
2024-10-15,4.0,180411,41,41.0,9636.0,80047,0.0,3.0
2024-10-16,4.0,178530,84,41.0,9636.0,80047,0.25,3.0
2024-10-17,4.0,178088,81,41.0,9636.0,80047,0.166,2.0
2024-10-17,4.0,2668,84,41.0,9636.0,80047,0.166,2.0
2024-10-17,4.0,140362,24,41.0,9636.0,80047,0.25,3.0
2024-10-02,4.0,132082,72,41.0,9636.0,80047,0.416,5.0
2024-10-02,4.0,110847,42,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,135094,72,41.0,9636.0,80047,0.0,1.0
2024-10-05,4.0,135094,72,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,22048,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,22494,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,2611,41,41.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,156629,34,42.0,9636.0,80047,0.083,1.0
2024-10-07,5.0,136146,41,41.0,9637.0,80047,0.083,1.0
2024-10-15,5.0,162627,93,41.0,9637.0,80047,0.25,3.0
2024-10-18,4.0,120111,72,41.0,9637.0,80047,0.25,3.0
2024-10-02,4.0,3210,34,41.0,9637.0,80047,0.25,3.0
2024-10-07,4.0,161941,94,41.0,9637.0,80047,0.083,1.0
2024-10-10,6.0,172034,36,42.0,9637.0,80047,0.083,1.0
2024-10-02,6.0,176193,36,42.0,9637.0,80047,1.0,12.0
2024-10-09,5.0,137906,24,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,38032,41,41.0,423.0,80047,0.083,1.0
2024-10-08,4.0,42526,41,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,131082,36,41.0,423.0,80047,2.0,24.0
2024-10-11,6.0,167658,36,42.0,423.0,80047,0.083,1.0
2024-10-11,6.0,167785,24,42.0,423.0,80047,0.083,1.0
2024-10-01,4.0,147138,84,41.0,657.0,80047,0.5,6.0
2024-10-08,4.0,2893,81,41.0,657.0,80047,0.083,1.0
2024-10-05,4.0,106129,72,41.0,657.0,80047,0.083,1.0
2024-10-14,4.0,3213,39,41.0,657.0,80047,0.25,3.0
2024-10-08,6.0,151812,34,42.0,683.0,80047,0.083,1.0
2024-10-16,6.0,180074,34,42.0,683.0,80047,0.083,1.0
2024-10-18,4.0,174480,41,41.0,693.0,80047,0.166,2.0
2024-10-18,4.0,22010,84,41.0,693.0,80047,0.25,3.0
2024-10-11,4.0,173555,41,41.0,693.0,80047,0.083,1.0
2024-10-03,4.0,156050,93,41.0,693.0,80047,0.083,1.0
2024-10-04,4.0,29003,41,41.0,693.0,80047,0.083,1.0
2024-10-14,4.0,177717,34,41.0,693.0,80047,0.083,1.0
2024-10-14,4.0,148190,72,41.0,693.0,80047,1.0,12.0
2024-10-14,5.0,135516,39,41.0,693.0,80047,1.0,12.0
2024-10-03,6.0,151981,34,42.0,693.0,80047,0.25,3.0
2024-10-03,6.0,170264,39,42.0,693.0,80047,1.0,12.0
2024-10-16,6.0,181145,34,42.0,693.0,80047,0.5,6.0
2024-10-08,4.0,53208,72,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,51026,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,123637,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,104088,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,105687,41,41.0,816.0,80047,0.166,1.0
2024-10-10,4.0,110080,41,41.0,816.0,80047,0.166,1.0
2024-10-10,4.0,110147,41,41.0,816.0,80047,0.166,1.0
2024-10-11,4.0,129269,36,41.0,816.0,80047,4.0,24.0
2024-10-03,4.0,113454,53,41.0,816.0,80047,0.166,1.0
2024-10-10,6.0,163544,34,42.0,816.0,80047,0.166,1.0
2024-10-10,3.0,146599,34,41.0,816.0,80047,1.0,6.0
2024-10-11,7.0,159906,41,41.0,816.0,80047,0.166,1.0
2024-10-14,3.0,169048,81,41.0,816.0,80047,0.333,2.0
2024-10-18,4.0,150374,81,41.0,2503.0,80047,0.666,4.0
2024-10-08,4.0,102107,41,41.0,2805.0,80047,0.083,1.0
2024-10-18,7.0,152252,96,41.0,3423.0,80047,0.25,3.0
2024-10-08,5.0,164262,41,41.0,8815.0,80047,0.25,3.0
2024-10-03,7.0,92,42,41.0,9636.0,80047,0.083,1.0
2024-10-07,5.0,144354,81,41.0,9636.0,80047,0.166,2.0
2024-10-10,3.0,144469,81,41.0,9636.0,80047,0.583,7.0
2024-10-03,3.0,162565,24,41.0,9636.0,80047,0.166,2.0
2024-10-03,3.0,151269,72,41.0,9636.0,80047,1.0,12.0
2024-10-15,5.0,142351,33,41.0,9636.0,80047,0.25,3.0
2024-10-17,3.0,125093,34,41.0,9636.0,80047,0.5,6.0
2024-10-18,4.0,180411,41,41.0,9636.0,80047,0.25,3.0
2024-10-07,4.0,7515,41,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,135138,41,41.0,9636.0,80047,0.25,3.0
2024-10-09,4.0,108573,24,41.0,9636.0,80047,0.166,2.0
2024-10-09,4.0,110667,84,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,161941,94,41.0,9636.0,80047,0.75,9.0
2024-10-08,4.0,53781,72,41.0,9636.0,80047,0.083,1.0
2024-10-10,4.0,164130,84,41.0,9636.0,80047,0.166,2.0
2024-10-11,4.0,3338,41,41.0,9636.0,80047,0.083,1.0
2024-10-11,4.0,2413,41,41.0,9636.0,80047,0.166,2.0
2024-10-12,4.0,118993,71,41.0,9636.0,80047,0.25,3.0
2024-10-02,4.0,131448,41,41.0,9636.0,80047,0.166,2.0
2024-10-02,4.0,130958,72,41.0,9636.0,80047,0.166,2.0
2024-10-07,4.0,3648,34,41.0,9636.0,80047,0.166,2.0
2024-10-08,4.0,107552,35,41.0,9636.0,80047,0.083,1.0
2024-10-03,4.0,148107,72,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,6580,41,41.0,9636.0,80047,0.166,2.0
2024-10-05,4.0,127387,41,41.0,9636.0,80047,0.25,3.0
2024-10-04,4.0,20779,72,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,20938,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,465,41,41.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,166575,24,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,110195,33,42.0,9636.0,80047,0.083,1.0
2024-10-10,4.0,108763,24,41.0,9637.0,80047,0.166,2.0
2024-10-04,4.0,119363,72,41.0,9637.0,80047,1.0,12.0
2024-10-15,5.0,135877,36,41.0,423.0,80047,1.0,12.0
2024-10-15,5.0,143104,34,41.0,423.0,80047,0.166,2.0
2024-10-08,7.0,172856,42,41.0,423.0,80047,0.166,2.0
2024-10-02,7.0,170110,42,41.0,423.0,80047,0.166,2.0
2024-10-08,4.0,5360,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,6244,41,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,144677,41,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,118435,72,41.0,423.0,80047,0.083,1.0
2024-10-15,3.0,119203,81,41.0,423.0,80047,0.416,5.0
2024-10-17,4.0,164130,84,41.0,657.0,80047,0.083,1.0
2024-10-01,3.0,143838,41,41.0,657.0,80047,0.25,3.0
2024-10-01,3.0,116187,72,41.0,683.0,80047,0.083,1.0
2024-10-10,5.0,148077,39,41.0,683.0,80047,0.083,1.0
2024-10-01,4.0,110891,42,41.0,693.0,80047,0.083,1.0
2024-10-07,4.0,153363,81,41.0,693.0,80047,0.5,6.0
2024-10-03,4.0,137025,35,41.0,693.0,80047,1.0,12.0
2024-10-04,4.0,149266,84,41.0,693.0,80047,0.083,1.0
2024-10-12,4.0,38463,34,41.0,693.0,80047,0.083,1.0
2024-10-08,4.0,120424,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,121078,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,121907,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122020,42,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122554,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,53727,72,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,103279,41,41.0,816.0,80047,0.166,1.0
2024-10-02,4.0,111564,36,41.0,816.0,80047,400.0,2400.0
2024-10-10,6.0,165331,33,42.0,816.0,80047,0.166,1.0
2024-10-03,6.0,170620,92,42.0,816.0,80047,4.0,24.0
2024-10-11,6.0,161170,23,42.0,816.0,80047,0.166,1.0
2024-10-18,5.0,150021,81,41.0,816.0,80047,2.0,12.0
2024-10-10,5.0,96,35,41.0,1522.0,80047,0.5,3.0
2024-10-01,7.0,164638,42,41.0,2503.0,80047,2.0,12.0
2024-10-07,4.0,5265,41,41.0,2805.0,80047,0.083,1.0
2024-10-19,4.0,176172,34,41.0,6195.0,80047,0.5,6.0
2024-10-09,3.0,140319,34,41.0,8733.0,80047,0.083,1.0
2024-10-09,4.0,137053,36,41.0,8815.0,80047,1.0,12.0
2024-10-03,6.0,169273,39,42.0,8815.0,80047,0.166,2.0
2024-10-16,6.0,170262,41,42.0,8815.0,80047,0.083,1.0
2024-10-09,4.0,161342,35,41.0,8889.0,80047,0.5,6.0
2024-10-18,3.0,180408,39,41.0,9636.0,80047,0.5,6.0
2024-10-01,5.0,162422,81,41.0,9636.0,80047,0.166,2.0
2024-10-01,3.0,171891,84,41.0,9636.0,80047,0.25,3.0
2024-10-08,5.0,165717,41,41.0,9636.0,80047,0.166,2.0
2024-10-10,3.0,142228,24,41.0,9636.0,80047,0.25,3.0
